iso3,country,year,unemployment
JPN,Japan,1972,1.4083
JPN,Japan,1973,1.25
JPN,Japan,1974,1.4
JPN,Japan,1975,1.8917
JPN,Japan,1976,2.0083
JPN,Japan,1977,2.0083
JPN,Japan,1978,2.2333
JPN,Japan,1979,2.0833
JPN,Japan,1980,2.0167
JPN,Japan,1981,2.2083
JPN,Japan,1982,2.35
JPN,Japan,1983,2.6583
JPN,Japan,1984,2.7083
JPN,Japan,1985,2.625
JPN,Japan,1986,2.7667
JPN,Japan,1987,2.85
JPN,Japan,1988,2.5167
JPN,Japan,1989,2.25
JPN,Japan,1990,2.1
JPN,Japan,1991,2.0917
JPN,Japan,1992,2.15
JPN,Japan,1993,2.5
JPN,Japan,1994,2.8917
JPN,Japan,1995,3.15
JPN,Japan,1996,3.3667
JPN,Japan,1997,3.4
JPN,Japan,1998,4.1
JPN,Japan,1999,4.6667
JPN,Japan,2000,4.7333
JPN,Japan,2001,5.0417
JPN,Japan,2002,5.3583
JPN,Japan,2003,5.2417
JPN,Japan,2004,4.7333
JPN,Japan,2005,4.425
JPN,Japan,2006,4.1167
JPN,Japan,2007,3.8333
JPN,Japan,2008,3.9833
JPN,Japan,2009,5.075
JPN,Japan,2010,5.0583
JPN,Japan,2011,4.5833
JPN,Japan,2012,4.325
JPN,Japan,2013,4.0083
JPN,Japan,2014,3.5833
JPN,Japan,2015,3.375
JPN,Japan,2016,3.1083
JPN,Japan,2017,2.8167
JPN,Japan,2018,2.4333
JPN,Japan,2019,2.3583
JPN,Japan,2020,2.8
JPN,Japan,2021,2.8167
JPN,Japan,2022,2.5917
JPN,Japan,2023,2.5667
JPN,Japan,2024,2.5417
JPN,Japan,2025,2.525
JPN,Japan,2026,2.7
KOR,"Korea, Rep.",1990,2.4583
KOR,"Korea, Rep.",1991,2.4167
KOR,"Korea, Rep.",1992,2.5
KOR,"Korea, Rep.",1993,2.8917
KOR,"Korea, Rep.",1994,2.475
KOR,"Korea, Rep.",1995,2.075
KOR,"Korea, Rep.",1996,2.05
KOR,"Korea, Rep.",1997,2.6167
KOR,"Korea, Rep.",1998,7.025
KOR,"Korea, Rep.",1999,6.5167
KOR,"Korea, Rep.",2000,4.4
KOR,"Korea, Rep.",2001,3.9667
KOR,"Korea, Rep.",2002,3.25
KOR,"Korea, Rep.",2003,3.5667
KOR,"Korea, Rep.",2004,3.65
KOR,"Korea, Rep.",2005,3.725
KOR,"Korea, Rep.",2006,3.5
KOR,"Korea, Rep.",2007,3.2417
KOR,"Korea, Rep.",2008,3.175
KOR,"Korea, Rep.",2009,3.65
KOR,"Korea, Rep.",2010,3.7
KOR,"Korea, Rep.",2011,3.3917
KOR,"Korea, Rep.",2012,3.225
KOR,"Korea, Rep.",2013,3.1167
KOR,"Korea, Rep.",2014,3.5167
KOR,"Korea, Rep.",2015,3.5917
KOR,"Korea, Rep.",2016,3.6833
KOR,"Korea, Rep.",2017,3.6917
KOR,"Korea, Rep.",2018,3.8667
KOR,"Korea, Rep.",2019,3.7583
KOR,"Korea, Rep.",2020,3.9917
KOR,"Korea, Rep.",2021,3.6167
KOR,"Korea, Rep.",2022,2.8833
KOR,"Korea, Rep.",2023,2.7
KOR,"Korea, Rep.",2024,2.775
KOR,"Korea, Rep.",2025,2.7917
KOR,"Korea, Rep.",2026,3.0
LUX,Luxembourg,1983,3.4167
LUX,Luxembourg,1984,3.025
LUX,Luxembourg,1985,2.8833
LUX,Luxembourg,1986,2.5667
LUX,Luxembourg,1987,2.45
LUX,Luxembourg,1988,2.0
LUX,Luxembourg,1989,1.7917
LUX,Luxembourg,1990,1.6583
LUX,Luxembourg,1991,1.6333
LUX,Luxembourg,1992,2.0667
LUX,Luxembourg,1993,2.6083
LUX,Luxembourg,1994,3.1583
LUX,Luxembourg,1995,2.85
LUX,Luxembourg,1996,2.9333
LUX,Luxembourg,1997,2.7
LUX,Luxembourg,1998,2.675
LUX,Luxembourg,1999,2.4
LUX,Luxembourg,2000,2.2167
LUX,Luxembourg,2001,1.9
LUX,Luxembourg,2002,2.5667
LUX,Luxembourg,2003,3.7833
LUX,Luxembourg,2004,4.9417
LUX,Luxembourg,2005,4.6417
LUX,Luxembourg,2006,4.575
LUX,Luxembourg,2007,4.175
LUX,Luxembourg,2008,4.8583
LUX,Luxembourg,2009,5.1667
LUX,Luxembourg,2010,4.5667
LUX,Luxembourg,2011,4.8333
LUX,Luxembourg,2012,5.0833
LUX,Luxembourg,2013,5.8333
LUX,Luxembourg,2014,6.0333
LUX,Luxembourg,2015,6.4667
LUX,Luxembourg,2016,6.325
LUX,Luxembourg,2017,5.6083
LUX,Luxembourg,2018,5.5333
LUX,Luxembourg,2019,5.6083
LUX,Luxembourg,2020,6.6667
LUX,Luxembourg,2021,5.4167
LUX,Luxembourg,2022,4.5917
LUX,Luxembourg,2023,5.2333
LUX,Luxembourg,2024,6.3083
LUX,Luxembourg,2025,6.5333
LUX,Luxembourg,2026,6.9
MEX,Mexico,1987,3.8833
MEX,Mexico,1988,3.55
MEX,Mexico,1989,2.9167
MEX,Mexico,1990,2.7417
MEX,Mexico,1991,2.7
MEX,Mexico,1992,2.7917
MEX,Mexico,1993,3.4167
MEX,Mexico,1994,3.65
MEX,Mexico,1995,6.2583
MEX,Mexico,1996,5.4583
MEX,Mexico,1997,3.7167
MEX,Mexico,1998,3.225
MEX,Mexico,1999,2.5583
MEX,Mexico,2000,2.5032
MEX,Mexico,2001,2.768
MEX,Mexico,2002,2.9779
MEX,Mexico,2003,3.4009
MEX,Mexico,2004,3.9178
MEX,Mexico,2005,3.5951
MEX,Mexico,2006,3.5976
MEX,Mexico,2007,3.7207
MEX,Mexico,2008,3.9746
MEX,Mexico,2009,5.4829
MEX,Mexico,2010,5.381
MEX,Mexico,2011,5.2343
MEX,Mexico,2012,4.9542
MEX,Mexico,2013,4.9293
MEX,Mexico,2014,4.8293
MEX,Mexico,2015,4.3533
MEX,Mexico,2016,3.8853
MEX,Mexico,2017,3.4188
MEX,Mexico,2018,3.287
MEX,Mexico,2019,3.467
MEX,Mexico,2020,4.4345
MEX,Mexico,2021,4.1389
MEX,Mexico,2022,3.2735
MEX,Mexico,2023,2.7967
MEX,Mexico,2024,2.6716
MEX,Mexico,2025,2.6464
MEX,Mexico,2026,2.6126
NLD,Netherlands,1983,9.5
NLD,Netherlands,1984,9.2667
NLD,Netherlands,1985,8.45
NLD,Netherlands,1986,7.6083
NLD,Netherlands,1987,7.4583
NLD,Netherlands,1988,7.35
NLD,Netherlands,1989,6.7083
NLD,Netherlands,1990,6.075
NLD,Netherlands,1991,5.7167
NLD,Netherlands,1992,5.7333
NLD,Netherlands,1993,6.5
NLD,Netherlands,1994,7.2
NLD,Netherlands,1995,8.3
NLD,Netherlands,1996,7.65
NLD,Netherlands,1997,6.4333
NLD,Netherlands,1998,5.15
NLD,Netherlands,1999,4.2583
NLD,Netherlands,2000,3.6333
NLD,Netherlands,2001,3.1333
NLD,Netherlands,2002,3.675
NLD,Netherlands,2003,5.925
NLD,Netherlands,2004,6.7833
NLD,Netherlands,2005,6.9917
NLD,Netherlands,2006,6.0917
NLD,Netherlands,2007,5.3
NLD,Netherlands,2008,4.7667
NLD,Netherlands,2009,5.4167
NLD,Netherlands,2010,6.0917
NLD,Netherlands,2011,6.0333
NLD,Netherlands,2012,6.825
NLD,Netherlands,2013,8.2
NLD,Netherlands,2014,8.3417
NLD,Netherlands,2015,7.9083
NLD,Netherlands,2016,7.0083
NLD,Netherlands,2017,5.8917
NLD,Netherlands,2018,4.875
NLD,Netherlands,2019,4.425
NLD,Netherlands,2020,4.8583
NLD,Netherlands,2021,4.2417
NLD,Netherlands,2022,3.5167
NLD,Netherlands,2023,3.55
NLD,Netherlands,2024,3.6583
NLD,Netherlands,2025,3.8833
NLD,Netherlands,2026,4.0
NOR,Norway,1989,5.3917
NOR,Norway,1990,5.7833
NOR,Norway,1991,6.025
NOR,Norway,1992,6.5417
NOR,Norway,1993,6.6083
NOR,Norway,1994,6.0
NOR,Norway,1995,5.45
NOR,Norway,1996,4.775
NOR,Norway,1997,3.9083
NOR,Norway,1998,3.1
NOR,Norway,1999,3.0417
NOR,Norway,2000,3.2417
NOR,Norway,2001,3.425
NOR,Norway,2002,3.6833
NOR,Norway,2003,4.225
NOR,Norway,2004,4.2917
NOR,Norway,2005,4.525
NOR,Norway,2006,3.5833
NOR,Norway,2007,2.7
NOR,Norway,2008,2.925
NOR,Norway,2009,3.45
NOR,Norway,2010,3.95
NOR,Norway,2011,3.55
NOR,Norway,2012,3.4667
NOR,Norway,2013,3.925
NOR,Norway,2014,3.7667
NOR,Norway,2015,4.675
NOR,Norway,2016,4.9
NOR,Norway,2017,4.3583
NOR,Norway,2018,4.0167
NOR,Norway,2019,3.875
NOR,Norway,2020,4.75
NOR,Norway,2021,4.45
NOR,Norway,2022,3.225
NOR,Norway,2023,3.5833
NOR,Norway,2024,4.025
NOR,Norway,2025,4.5
NOR,Norway,2026,4.6
POL,Poland,1997,10.85
POL,Poland,1998,10.2083
POL,Poland,1999,13.375
POL,Poland,2000,16.1167
POL,Poland,2001,18.3083
POL,Poland,2002,20.0417
POL,Poland,2003,19.7583
POL,Poland,2004,19.1333
POL,Poland,2005,17.9167
POL,Poland,2006,13.9417
POL,Poland,2007,9.6083
POL,Poland,2008,7.0667
POL,Poland,2009,8.1417
POL,Poland,2010,9.975
POL,Poland,2011,9.9583
POL,Poland,2012,10.3917
POL,Poland,2013,10.6083
POL,Poland,2014,9.2083
POL,Poland,2015,7.6583
POL,Poland,2016,6.2583
POL,Poland,2017,4.9417
POL,Poland,2018,3.8917
POL,Poland,2019,3.25
POL,Poland,2020,3.1833
POL,Poland,2021,3.3833
POL,Poland,2022,2.875
POL,Poland,2023,2.8417
POL,Poland,2024,2.8917
POL,Poland,2025,3.1417
POL,Poland,2026,3.1
PRT,Portugal,1983,8.8917
PRT,Portugal,1984,9.6083
PRT,Portugal,1985,9.8583
PRT,Portugal,1986,9.5083
PRT,Portugal,1987,8.0083
PRT,Portugal,1988,6.6583
PRT,Portugal,1989,6.0083
PRT,Portugal,1990,5.625
PRT,Portugal,1991,5.0417
PRT,Portugal,1992,4.9917
PRT,Portugal,1993,6.3083
PRT,Portugal,1994,7.5833
PRT,Portugal,1995,7.9167
PRT,Portugal,1996,7.9917
PRT,Portugal,1997,7.5083
PRT,Portugal,1998,6.1333
PRT,Portugal,1999,5.7167
PRT,Portugal,2000,5.275
PRT,Portugal,2001,5.375
PRT,Portugal,2002,6.4667
PRT,Portugal,2003,7.8167
PRT,Portugal,2004,8.1583
PRT,Portugal,2005,9.225
PRT,Portugal,2006,9.3167
PRT,Portugal,2007,9.5917
PRT,Portugal,2008,9.225
PRT,Portugal,2009,11.2333
PRT,Portugal,2010,12.5833
PRT,Portugal,2011,13.55
PRT,Portugal,2012,16.55
PRT,Portugal,2013,17.2417
PRT,Portugal,2014,14.65
PRT,Portugal,2015,12.975
PRT,Portugal,2016,11.4667
PRT,Portugal,2017,9.2417
PRT,Portugal,2018,7.175
PRT,Portugal,2019,6.6333
PRT,Portugal,2020,7.0917
PRT,Portugal,2021,6.725
PRT,Portugal,2022,6.1833
PRT,Portugal,2023,6.5917
PRT,Portugal,2024,6.4667
PRT,Portugal,2025,6.0333
PRT,Portugal,2026,5.6
SVK,Slovak Republic,1998,12.725
SVK,Slovak Republic,1999,16.4917
SVK,Slovak Republic,2000,18.9
SVK,Slovak Republic,2001,19.4583
SVK,Slovak Republic,2002,18.825
SVK,Slovak Republic,2003,17.7
SVK,Slovak Republic,2004,18.3583
SVK,Slovak Republic,2005,16.3583
SVK,Slovak Republic,2006,13.4417
SVK,Slovak Republic,2007,11.2167
SVK,Slovak Republic,2008,9.5917
SVK,Slovak Republic,2009,12.1
SVK,Slovak Republic,2010,14.3833
SVK,Slovak Republic,2011,13.6333
SVK,Slovak Republic,2012,13.9083
SVK,Slovak Republic,2013,14.1167
SVK,Slovak Republic,2014,13.125
SVK,Slovak Republic,2015,11.4583
SVK,Slovak Republic,2016,9.6333
SVK,Slovak Republic,2017,8.0917
SVK,Slovak Republic,2018,6.5
SVK,Slovak Republic,2019,5.7417
SVK,Slovak Republic,2020,6.6333
SVK,Slovak Republic,2021,6.8417
SVK,Slovak Republic,2022,6.15
SVK,Slovak Republic,2023,5.8417
SVK,Slovak Republic,2024,5.3333
SVK,Slovak Republic,2025,5.4083
SVK,Slovak Republic,2026,5.6
SVN,Slovenia,1996,6.9083
SVN,Slovenia,1997,6.9333
SVN,Slovenia,1998,7.3833
SVN,Slovenia,1999,7.425
SVN,Slovenia,2000,6.75
SVN,Slovenia,2001,6.1917
SVN,Slovenia,2002,6.3417
SVN,Slovenia,2003,6.7
SVN,Slovenia,2004,6.325
SVN,Slovenia,2005,6.5333
SVN,Slovenia,2006,5.975
SVN,Slovenia,2007,4.8417
SVN,Slovenia,2008,4.4
SVN,Slovenia,2009,5.8417
SVN,Slovenia,2010,7.25
SVN,Slovenia,2011,8.175
SVN,Slovenia,2012,8.8833
SVN,Slovenia,2013,10.125
SVN,Slovenia,2014,9.7167
SVN,Slovenia,2015,8.975
SVN,Slovenia,2016,7.975
SVN,Slovenia,2017,6.5583
SVN,Slovenia,2018,5.1083
SVN,Slovenia,2019,4.4333
SVN,Slovenia,2020,4.975
SVN,Slovenia,2021,4.7583
SVN,Slovenia,2022,4.0167
SVN,Slovenia,2023,3.65
SVN,Slovenia,2024,3.675
SVN,Slovenia,2025,3.8417
SVN,Slovenia,2026,3.9
ESP,Spain,1986,20.3556
ESP,Spain,1987,19.725
ESP,Spain,1988,18.675
ESP,Spain,1989,16.55
ESP,Spain,1990,15.4833
ESP,Spain,1991,15.5167
ESP,Spain,1992,17.0667
ESP,Spain,1993,20.8333
ESP,Spain,1994,22.05
ESP,Spain,1995,20.7917
ESP,Spain,1996,19.9083
ESP,Spain,1997,18.4
ESP,Spain,1998,16.4083
ESP,Spain,1999,13.6
ESP,Spain,2000,11.9167
ESP,Spain,2001,10.575
ESP,Spain,2002,11.4667
ESP,Spain,2003,11.4917
ESP,Spain,2004,10.975
ESP,Spain,2005,9.1583
ESP,Spain,2006,8.4417
ESP,Spain,2007,8.25
ESP,Spain,2008,11.2667
ESP,Spain,2009,17.8833
ESP,Spain,2010,19.85
ESP,Spain,2011,21.4083
ESP,Spain,2012,24.8
ESP,Spain,2013,26.1
ESP,Spain,2014,24.4583
ESP,Spain,2015,22.0667
ESP,Spain,2016,19.6417
ESP,Spain,2017,17.25
ESP,Spain,2018,15.25
ESP,Spain,2019,14.1167
ESP,Spain,2020,15.5417
ESP,Spain,2021,14.925
ESP,Spain,2022,13.0417
ESP,Spain,2023,12.2
ESP,Spain,2024,11.3667
ESP,Spain,2025,10.5167
ESP,Spain,2026,9.8
SWE,Sweden,1983,3.675
SWE,Sweden,1984,3.25
SWE,Sweden,1985,2.8667
SWE,Sweden,1986,2.675
SWE,Sweden,1987,2.1833
SWE,Sweden,1988,1.8
SWE,Sweden,1989,1.5417
SWE,Sweden,1990,1.725
SWE,Sweden,1991,3.1
SWE,Sweden,1992,5.575
SWE,Sweden,1993,9.0417
SWE,Sweden,1994,9.3333
SWE,Sweden,1995,8.7917
SWE,Sweden,1996,9.5417
SWE,Sweden,1997,9.8583
SWE,Sweden,1998,8.1833
SWE,Sweden,1999,6.7083
SWE,Sweden,2000,5.5917
SWE,Sweden,2001,5.85
SWE,Sweden,2002,5.9583
SWE,Sweden,2003,6.5667
SWE,Sweden,2004,7.375
SWE,Sweden,2005,7.8167
SWE,Sweden,2006,7.2583
SWE,Sweden,2007,6.3167
SWE,Sweden,2008,6.3833
SWE,Sweden,2009,8.5167
SWE,Sweden,2010,8.775
SWE,Sweden,2011,7.9583
SWE,Sweden,2012,8.15
SWE,Sweden,2013,8.2
SWE,Sweden,2014,8.1083
SWE,Sweden,2015,7.5917
SWE,Sweden,2016,7.1333
SWE,Sweden,2017,6.8667
SWE,Sweden,2018,6.4833
SWE,Sweden,2019,6.9167
SWE,Sweden,2020,8.525
SWE,Sweden,2021,8.8833
SWE,Sweden,2022,7.4833
SWE,Sweden,2023,7.675
SWE,Sweden,2024,8.35
SWE,Sweden,2025,8.8667
SWE,Sweden,2026,8.0
TUR,Turkiye,2005,9.5083
TUR,Turkiye,2006,9.0583
TUR,Turkiye,2007,9.175
TUR,Turkiye,2008,10.0167
TUR,Turkiye,2009,13.0333
TUR,Turkiye,2010,11.1167
TUR,Turkiye,2011,9.1167
TUR,Turkiye,2012,8.4083
TUR,Turkiye,2013,9.05
TUR,Turkiye,2014,9.8917
TUR,Turkiye,2015,10.3167
TUR,Turkiye,2016,10.8833
TUR,Turkiye,2017,10.9333
TUR,Turkiye,2018,10.9417
TUR,Turkiye,2019,13.7333
TUR,Turkiye,2020,13.1417
TUR,Turkiye,2021,12.0167
TUR,Turkiye,2022,10.4833
TUR,Turkiye,2023,9.4
TUR,Turkiye,2024,8.7083
TUR,Turkiye,2025,8.3667
TUR,Turkiye,2026,8.1
GBR,United Kingdom,1983,10.8583
GBR,United Kingdom,1984,10.8667
GBR,United Kingdom,1985,11.2083
GBR,United Kingdom,1986,11.2417
GBR,United Kingdom,1987,10.3417
GBR,United Kingdom,1988,8.4917
GBR,United Kingdom,1989,7.0917
GBR,United Kingdom,1990,6.875
GBR,United Kingdom,1991,8.5667
GBR,United Kingdom,1992,9.8667
GBR,United Kingdom,1993,10.4
GBR,United Kingdom,1994,9.5
GBR,United Kingdom,1995,8.6583
GBR,United Kingdom,1996,8.1167
GBR,United Kingdom,1997,6.9833
GBR,United Kingdom,1998,6.2667
GBR,United Kingdom,1999,5.9833
GBR,United Kingdom,2000,5.45
GBR,United Kingdom,2001,5.0833
GBR,United Kingdom,2002,5.175
GBR,United Kingdom,2003,5.0083
GBR,United Kingdom,2004,4.75
GBR,United Kingdom,2005,4.8417
GBR,United Kingdom,2006,5.4167
GBR,United Kingdom,2007,5.3333
GBR,United Kingdom,2008,5.7083
GBR,United Kingdom,2009,7.6083
GBR,United Kingdom,2010,7.8917
GBR,United Kingdom,2011,8.0917
GBR,United Kingdom,2012,7.975
GBR,United Kingdom,2013,7.575
GBR,United Kingdom,2014,6.175
GBR,United Kingdom,2015,5.375
GBR,United Kingdom,2016,4.8917
GBR,United Kingdom,2017,4.3833
GBR,United Kingdom,2018,4.075
GBR,United Kingdom,2019,3.85
GBR,United Kingdom,2020,4.6
GBR,United Kingdom,2021,4.5417
GBR,United Kingdom,2022,3.7833
GBR,United Kingdom,2023,4.0667
GBR,United Kingdom,2024,4.3
GBR,United Kingdom,2025,4.8
USA,United States,1955,4.3667
USA,United States,1956,4.125
USA,United States,1957,4.3
USA,United States,1958,6.8417
USA,United States,1959,5.45
USA,United States,1960,5.5417
USA,United States,1961,6.6917
USA,United States,1962,5.5667
USA,United States,1963,5.6417
USA,United States,1964,5.1583
USA,United States,1965,4.5083
USA,United States,1966,3.7917
USA,United States,1967,3.8417
USA,United States,1968,3.5583
USA,United States,1969,3.4917
USA,United States,1970,4.9833
USA,United States,1971,5.95
USA,United States,1972,5.6
USA,United States,1973,4.8583
USA,United States,1974,5.6417
USA,United States,1975,8.475
USA,United States,1976,7.7
USA,United States,1977,7.05
USA,United States,1978,6.0667
USA,United States,1979,5.85
USA,United States,1980,7.175
USA,United States,1981,7.6167
USA,United States,1982,9.7083
USA,United States,1983,9.6
USA,United States,1984,7.5083
USA,United States,1985,7.1917
USA,United States,1986,7.0
USA,United States,1987,6.175
USA,United States,1988,5.4917
USA,United States,1989,5.2583
USA,United States,1990,5.6167
USA,United States,1991,6.85
USA,United States,1992,7.4917
USA,United States,1993,6.9083
USA,United States,1994,6.1
USA,United States,1995,5.5917
USA,United States,1996,5.4083
USA,United States,1997,4.9417
USA,United States,1998,4.5
USA,United States,1999,4.2167
USA,United States,2000,3.9667
USA,United States,2001,4.7417
USA,United States,2002,5.7833
USA,United States,2003,5.9917
USA,United States,2004,5.5417
USA,United States,2005,5.0833
USA,United States,2006,4.6083
USA,United States,2007,4.6167
USA,United States,2008,5.8
USA,United States,2009,9.2833
USA,United States,2010,9.6083
USA,United States,2011,8.9333
USA,United States,2012,8.075
USA,United States,2013,7.3583
USA,United States,2014,6.1583
USA,United States,2015,5.275
USA,United States,2016,4.875
USA,United States,2017,4.3583
USA,United States,2018,3.8917
USA,United States,2019,3.675
USA,United States,2020,8.1
USA,United States,2021,5.3583
USA,United States,2022,3.6417
USA,United States,2023,3.6333
USA,United States,2024,4.0333
USA,United States,2025,4.1889
